"Número de cliente","Razón social","Tipo de documento","Número de documento","Telefono","Correo","Localidad","Partido","Provincia","Importancia","Rubro","Zona","Responsable 1","Responsable 2"
"12868","APACHE S.A","CUIT","30504051524","3471 471091/92/93/94","","","","","BAJA","","ZONA TRAFICAÑO","Iglesias Gustavo",""
"13111","APEMA","SIN IDENTIFICAR","11","[]","","","","","","","","",""
"12539","APORTE SRL.","CUIT","30716952998","","","","","","","","ZONA TRAFICAÑO","",""
"11470","AR ZINC S.A.","CUIT","30502198471","(0341)491-8220/4320-4100/4320-4101","","","","","","","","",""
"12996","ARACOR S.R.L.","CUIT","30648658725","info@aracor.com.ar","info@aracor.com.ar","","","","","PARA CALDERAS","ZONA TRAFICAÑO","",""
"12421","ARANA S.A.","CUIT","30580163412","(011)4363-0088/(011)15-4181-4509","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"10051","ARAUCO ARGENTINA S.A (ALTO PARANA S.A.)","CUIT","33563240119","5556-6000INT382/03757-488000INT209","","LOPEZ, VICENTE","VICENTE LOPEZ","BUENOS AIRES","","GNC","ZONA NORTE","",""
"10734","ARBILUBA","CUIT","","4204-9200","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"11350","ARBROS S.A","CUIT","30702241916","4957-0101/4932-3123","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12067","ARCACONTINENTAL","CUIT","30717663310","03863-464 308","","","","","","","","",""
"11732","ARCAT GLOBAL S.A.","CUIT","30712521925","(03487)42-7000/(03487)43-6888","","ZARATE","ZARATE","BUENOS AIRES","","","","",""
"13129","ARCE ANA PAULA","CUIT","27255590850","[]","","","","","","","","",""
"12081","ARCEMAC S.R.L.","CUIT","30664143174","(0291)4592170","","BAHIA BLANCA","BAHIA BLANCA","BUENOS AIRES","","CILINDRO HIDRAULICO","","",""
"10052","ARCO","CUIT","20042673723","53-4852","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10761","ARCORACI SILVIO MARTIN (RIGIFLEX)","CUIT","20253662639","4757-7869/4712-4402","rigiflex@ciudad.com.ar","SAN MARTIN","CAPAYAN","CATAMARCA","","ESTRUCTURAL","ZONA NORTE","",""
"12540","AREA RIO NEGRO NORTE","CUIT","30659040154","","","","","","","","ZONA TRAFICAÑO","",""
"10053","ARGELITE S.A.","CUIT","30618684926","4753-8040/8091/8191","","SAN MARTIN","CAPAYAN","CATAMARCA","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"10054","ARGENFRIO SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL","CUIT","30574808517","4750-2057/4750-0734/4750-0388","","SAN MARTIN","CAPAYAN","CATAMARCA","","GNC","ZONA NORTE","",""
"12107","ARGENTI LEMON S.A.","CUIT","33697225639","(0381)4268300","","CEVIL POZO","CRUZ ALTA","TUCUMAN","BAJA","","ZONA NORTE","Iglesias Gustavo",""
"12963","ARGENTINA CONSTRU-MET S.R.L.","CUIT","33710654579","4290-7637/11-3229-6911","info@constru-met.com.ar","","","","","","ZONA TRAFICAÑO","",""
"10777","ARIMEX IMPORTADORA S.A.","CUIT","30540396678","4732-0111","","SAN ISIDRO","LIBERTADOR GRL. SAN MARTIN","SAN LUIS","","","ZONA NORTE","",""
"10055","ARLISA S.A","CUIT","30593730278","4372-5620","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","GNC","CAPITAL FEDERAL","",""
"10441","ARMANDO CASTRO","CUIT","20045513433","4682-2571","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10329","ARMANDO LOPEZ","CUIT","30522846704","0351-4972913","","FERREYRA","CAPITAL","CORDOBA","","","CAPITAL FEDERAL","",""
"11471","ARMAS ANTIGUAS (GATTO MARTIN OSVALDO)","CUIT","20263985452","(0341)462-5951/(0341)15-585-2381","","ROSARIO","ROSARIO","SANTA FE","","","","",""
"11456","ARMAS SHARK","CUIT","","4729-3266","","","","","","","ZONA NORTE","",""
"10543","ARMETAL S.A.","CUIT","","4736-3311/3300/2845","","EL TALAR","TIGRE","BUENOS AIRES","","","ZONA NORTE","",""
"10056","ARMEXAS S.A.","CUIT","30550248685","4769-2454/2772","","SAN MARTIN","CAPAYAN","CATAMARCA","","GNC","ZONA NORTE","",""
"12296","ARNOLDO GAYTAN","CUIT","23058816159","15-3348-1701","","","","","","","","",""
"11741","ARQUITECTURA Y CONSTRUCCION S.R.L.","CUIT","30714374601","0386-5155-26463","","","","","","","","",""
"11917","ARQUITECTURA Y VCONSTRUCCION SRL","CUIT","30714374601","03865-1552-6463","","","","","","CILINDRO HIDRAULICO","","",""
"12912","ARSEMET S.R.L","CUIT","30709410802","[]","","","","","","","","",""
"10544","ARTECO","CUIT","","4488-1651","","","","","","","ZONA TRAFICAÑO","",""
"12950","ARTRANS S.A.","CUIT","30593730413","(261)405-1350(261)405-1362","administracion@artrans.com.ar","","","","","","ZONA TRAFICAÑO","",""
"11663","ARUAL CAUCHOS","CUIT","","011-4709-4769","","","","","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"11927","ARUNDEL TASSI S.R.L.","CUIT","30709549304","(03471)471170","mariana@rotulastassi.com.ar","SANTA FE","LA CAPITAL","SANTA FE","","CUPLAS","","",""
"11176","AS INDUSTRIAS SRL","CUIT","","5435-6700","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","","ZONA NORTE","",""
"11131","ASCANELLI SA","CUIT","30707932402","(03571)42-3691/(03571)42-1973","ascanelli@ascanellisa.com.ar","RIO TERCERO","TERCERO ARRIBA","CORDOBA","","ESTRUCTURAL","CAPITAL FEDERAL","",""
"11151","ASCENSORES GBA S.R.L.","CUIT","30708543337","4206-2910/4115-8310/4115-8307","info@ascensoresgba.com.ar","WILDE","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"11527","ASCENSORES INGESER OLEODINAMICOS S.A.","CUIT","30707927328","4712-2100","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","ZONA NORTE","",""
"12810","ASELCO S R L","CUIT","30695660533","[]","","","","","","","","Benitez Enzo",""
"12847","ASEMA SA","CUIT","30707677003","[]","","","","","","","","",""
"10893","ASEMFI S.R.L.","CUIT","","4756-1596/3565/3566","asemfi@asemfi,com,ar","MUNRO","VICENTE LOPEZ","BUENOS AIRES","","","ZONA NORTE","",""
"12787","ASI SRL","CUIT","30711181225","[]","","","","","","","","",""
"12786","ASIS-TEC DE SFERRA MAXIMILIANO","CUIT","20318778427","[]","a.dossantos","GENERAL SAN MARTIN ,EST.SAN MARTIN","GENERAL SAN MARTIN","BUENOS AIRES","","","","",""
"10998","ASISTEC S.R.L.","CUIT","33709024049","4738-1668","","GENERAL SAN MARTIN ,EST.SAN MARTIN","GENERAL SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"12116","ASOCIACION CIVIL NUEVO QUILMES S.A.","CUIT","30710752075","","","QUILMES","QUILMES","BUENOS AIRES","","","ZONA SUR","",""
"10057","AST. ALNABI S.A.","CUIT","","4342-4245","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10058","ASTARSA","CUIT","30714494844","4749-1755/1071/1078","","TIGRE","TIGRE","BUENOS AIRES","","","ZONA NORTE","",""
"11045","ASTRADA RUBEN OSCAR","CUIT","24045866986","4700-0627","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11342","ASYTEC ASCENSORES S.R.L.","CUIT","30710720475","4388-0684","","BERNAL","QUILMES","BUENOS AIRES","","","ZONA SUR","",""
"12277","ATENCIA GUALDA JAVIER EDUARDO (CALIBRE 40)","CUIT","20282232988","0381-15-6817080","","","","","","","","",""
"12578","ATEND S.R.L","CUIT","","[]","","","","","","","","",""
"11727","ATERMIS S.A.","CUIT","30709970174","(0291)4592174","","INGENIERO WIHTE","BAHIA BLANCA","BUENOS AIRES","","GNC","ZONA TRAFICAÑO","",""
"12653","ATK INSTALACIONES SA","CUIT","33715814779","[]","","","","","","","","",""
"12643","ATP SOLUTIONS","CUIT","33123456799","[]","","","","","","","","",""
"12454","ATZCO","CUIT","","","","","","","","","","",""
"12625","AUCA SRL","CUIT","30672718909","[]","","","","","","","","",""
"11728","AUN IVAN ROBERTO","CUIT","20285658374","(0341)15586-1520","","ROSARIO","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"10545","AUPAR S.A.","CUIT","30679186104","4911-0382","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12402","AURA CONSTRUCCIONES SA","CUIT","30716249111","0341-4784968","","CAPITAN BERMUDEZ","SAN LORENZO","SANTA FE","","","","",""
"12227","AUSTIN POWDER ARGENTINA S.A.","CUIT","30503985663","+543876.425600(Int.2830)","","RAFAELA","CASTELLANOS","SANTA FE","","","","",""
"13085","AUSTRAL AGRIBUSINESS SA","CUIT","30709185256","4312-1737","","","","","BAJA","","ZONA NORTE","Iglesias Gustavo",""
"12723","AUSTRAL SRL","CUIT","30592189131","0221 4897169","a.dossantos","","","","","","ZONA SUR","Dos Santos Alejandro",""
"10780","AUSTRALTUB S.A.","CUIT","30707531289","03484-423999 11 2365 9812","comercial@australtub.com.ar","BELEN DE ESCOBAR","ESCOBAR","BUENOS AIRES","","GNC","ZONA NORTE","",""
"12097","AUTINO HIERROS S.R.L.","CUIT","30571332058","(0381)4330204/(0381)4330231/(0381)4321400/(0381)4331916","","SAN MIGUEL DE TUCUMAN ,EST.TUCUMAN","CAPITAL","TUCUMAN","","CILINDRO HIDRAULICO","","",""
"10799","AUTO RICAMBI SRL","CUIT","","4/469-1042","","","","","","","","",""
"10866","AUTOCAR GNC","CUIT","","4441-0942","","","","","","","","",""
"11029","AUTOMACION ARGENTINA S.A.","CUIT","30520614849","4918-6763/4918-8347","automacion@automacion.com.ar","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10781","AUTOPARTES","CUIT","","4450-9279","","ITUZAINGO","ITUZAINGO","CORRIENTES","","CIRCUITO HIDRAULICO","ZONA OESTE","",""
"10086","AUTOPARTES CO-BER S.A.","CUIT","30708045523","4656-8282 / 4658-1524","rbianchi@co-ber.com.ar","RAMOS MEJIA","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"11955","AUTOPARTES DIMET S.A.","CUIT","33707532489","4699-2103/4699-2106","","","","","","CUPLAS","ZONA OESTE","",""
"13008","AUTOPARTES FAL S.A.","CUIT","30699074612","[]","","","","","","","","",""
"12829","AUTOPARTES INPAK","SIN IDENTIFICAR","0000000","[]","","","","","","","","",""
"11352","AUTOPARTES LC SRL","CUIT","30708488964","4484-0728","","TABLADA","LA MATANZA","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA TRAFICAÑO","",""
"13007","AUTOPARTES RIDA S.A.","CUIT","30710906943","[]","","","","","","","","",""
"11472","AUTOPARTES RTD","CUIT","","3973-1876/1565659967","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"12328","AVELLANEDA TRANSMISIONES INDUSTRIALES SAS","CUIT","30716169231","2203-1323","","","","","","","ZONA SUR","",""
"10451","AXEL","CUIT","","0341-4397650/4307311","axeiros@arnet.com.ar","ROSARIO","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"11733","AXION ENERGY ARGENTINA SA","CUIT","30506919009","4705-7188","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","GNC","CAPITAL FEDERAL","",""
"11567","AXION LIFT","CUIT","","356442222","","","","","","","","",""
"12369","AXURA S.A.","CUIT","30716651904","0299 15 528 0635","","","","","","","","",""
"13003","AYM ASESORIAS Y MONTAJES LTDA","SIN IDENTIFICAR","77.919.071-4","[]","","","","","","PARA TREFILAR","","",""
"11695","AZPEITIA JUAN CARLOS (BRIDAVAL)","CUIT","20044320534","4921-1211/15-4140-8350","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","GNC","CAPITAL FEDERAL","",""
"13131","AZUCARERA DEL LITORAL S.A.","SIN IDENTIFICAR","120003270018","+598 4722 5561 int 127","ecarriquiry@azucarlito.com","","","","MEDIA","PARA CALDERAS","","Iglesias Gustavo",""
"12052","AZUL NATURAL BEEF S.A.","CUIT","30715228277","5297-0000","","AZUL","AZUL","BUENOS AIRES","","","ZONA SUR","",""
"10061","B.C.","CUIT","30623204673","4665-6739","","HURLINGHAM","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"10034","BACS SA","CUIT","30672661397","[]","","","","","","","","Ierullo Facundo",""
"12029","BAGNASCO CRISTIAN","CUIT","20250966793","156096-2143/556*5162","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"12645","BAHIA SERVICIOS INDUSTRIALES SA","CUIT","30707810587","[]","","","","","","CONDUCCION","","Dos Santos Alejandro",""
"12580","BAHISA","CUIT","30676683484","[]","","","","","","","","",""
"12729","BAIPRO INGENIERIA","CUIT","30709939757","[]","a.dossantos","","","","","","","",""
"12800","BAIRESTRON SRL","CUIT","30710352220","[]","a.dossantos","","","","","CONDUIT","ZONA NORTE","",""
"12624","BAKER HUGHES WIRELINE","CUIT","","[]","","","","","","","","",""
"11967","BALIARDA S.A.","CUIT","","41225800","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12270","BARANSIK","CUIT","","","","","","","","","","",""
"12193","BARBERO SA","CUIT","","(03564)439000","","","","","","","","",""
"10453","BARBIERI E HIJOS","CUIT","","0341-4618488","","ROSARIO","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"12542","BARBIERI E HIJOS SRL","CUIT","33695335569","","","","","","","","","",""
"12201","BARNABA Y CIA SRL","CUIT","","(03424)891679/1510/5498/0308","","","","","","","","",""
"12872","BARO VICTOR HUGO RAMON","CUIT","20148796492","[]","","","","","","","","",""
"10919","BARRANCOS JORGE ANTONIO","CUIT","","4233-3552","","LONGCHAMPS","ALMIRANTE BROWN","BUENOS AIRES","","","ZONA SUR","",""
"10850","BARRIONUEVO FELIPA","CUIT","27004826200","4262-1188","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"10063","BART TEODORO","CUIT","30687725901","4651-5212/15-5577-0941","autopartestb@speedy.com.a","TABLADA","LA MATANZA","BUENOS AIRES","","CONDUCCION","ZONA TRAFICAÑO","",""
"11339","BASCULAS MAGRIS SA","CUIT","","(03382)429043/(03382)426700","","","","","","","","",""
"11260","BAWTSA S.R.L.","CUIT","30709003018","4844-5666","","","","","","","ZONA NORTE","",""
"12505","BDK DESIGN S.A","CUIT","30709791059","4651-1732","","SAN JUSTO","LA MATANZA","BUENOS AIRES","","","","",""
"12220","BEL MARCELO JORGE","CUIT","20200460791","","","","","","","","","",""
"10239","BELLIDO J. C.","CUIT","20083367459","4628-5673","","HAEDO","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"13112","BELLMAQ AEV S.R.L.","CUIT","30711570973","[]","","","","","BAJA","","ZONA TRAFICAÑO","Iglesias Gustavo",""
"11546","BELTRAME LEOPOLDO ENRIQUE","CUIT","30695047920","4710-2586/1776/15-5723-8722","","","","","","","","",""
"11983","BENEDEJCIC MARIA VICTORIA","CUIT","27303051827","4-290-9568/4-296-0230","","MONTE GRANDE","ECHEVERRIA","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA SUR","",""
"12119","BENEDEJCIC NAHUEL HERNAN","CUIT","20388221403","","","","","","","","","",""
"11312","BENEVENTO S.A.","CUIT","30710477902","","","","","","","","","",""
"11677","BENEVENUTA ARGENTINA S.A.","CUIT","30694324262","0351-4670830/1","","CORDOBA","CAPITAL","CORDOBA","","CIRCUITO HIDRAULICO","","",""
"12195","BENITO ROGGIO E HIJOS S.A.","CUIT","30501086246","(0351)6380000/(0351)4759300","","CORDOBA","CAPITAL","CORDOBA","","CILINDRO HIDRAULICO","","",""
"11565","BENTELER AUTOMOTIVE","CUIT","","4001-7727/4001-7742","","EL TALAR","TIGRE","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"12833","BENTIA ENERGY","CUIT","30719002540","[]","","","","","","TUBING","","",""
"10842","BERAZATEGUI","CUIT","","0341-4570602","","","","","","","","",""
"11586","BERGOMI MARCELO GUILLERMO","CUIT","23169380449","4793-6728","","MARTINEZ","SAN ISIDRO","BUENOS AIRES","","","ZONA NORTE","",""
"10064","BERGOMI Y MACCARINELLI S.A.I.C","CUIT","30504745836","4207-9549/7327/9549","","WILDE","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"12035","BERINI SRL","CUIT","30709845795","15-31070344","","","","","","","ZONA NORTE","",""
"10263","BERMAN CARLOS MARCELO","CUIT","","4639-4977","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10275","BERNASCONI HNOS. S.A.","CUIT","30565429430","0351-4802630","","BELEN DE ESCOBAR","ESCOBAR","BUENOS AIRES","","","ZONA NORTE","",""
"13127","BERTEC S.A","CUIT","30653133878","[]","","","","","","","","",""
"12867","BERTINI S.A","CUIT","30717353443","[]","","","","","","","","",""
"10340","BERTOLI S.R.L.","CUIT","30559454229","4203-6047/4203-6053","","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"10166","BERTORELLO Y RIERA","CUIT","30596380057","03564-421407","","SAN FRANCISCO","SAN JUSTO","CORDOBA","","","CAPITAL FEDERAL","",""
"11187","BERTOT METALMECANICA SRL","CUIT","30710744153","(0341)463-7573/(0341)466-7834","bertotycia@ciudad.com.ar","ROSARIO","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"10534","BERTOTTO ANDRES SAIC","CUIT","30503904183","03571-421500","","RIO TERCERO","TERCERO ARRIBA","CORDOBA","","","CAPITAL FEDERAL","",""
"12301","BERTOTTO BOGLIONE S.A.","CUIT","30547174913","+549(3472)50-6137/+54(3472)425095/96/97","","JUAREZ, MARCOS","MARCOS JUAREZ","CORDOBA","","GNC","","",""
"12426","BETA MOTOR ARGENTINA S.A.","CUIT","30662982837","1152456752","","EL TALAR","TIGRE","BUENOS AIRES","","ESTRUCTURAL","ZONA NORTE","",""
"10546","BEYCA S.A.","CUIT","30645980022","4762-4378/47794756-5550","","MUNRO","VICENTE LOPEZ","BUENOS AIRES","","","ZONA NORTE","",""
"10817","BEZERRA EDUARDO JOSE","CUIT","30707142940","4622-6551","","","","","","","ZONA SUR","",""
"10547","BIASUTTO ALDO METALURGICA","CUIT","20108848139","0351-4511818","","CORDOBA","CAPITAL","CORDOBA","","","CAPITAL FEDERAL","",""
"10311","BICIPARTES-COLIHUE","CUIT","30643777203","0351-4608159/4653825","","CORDOBA","CAPITAL","CORDOBA","","","CAPITAL FEDERAL","",""
"10065","BIDINOST S.A.","CUIT","30626870453","4252-0944","","BERNAL","QUILMES","BUENOS AIRES","","","ZONA SUR","",""
"10066","BIELSA","CUIT","30585560746","4543-6346","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10968","BIGGI SANTIAGO FERNANDO","CUIT","20166917760","4635-8163","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CIRCUITO HIDRAULICO","CAPITAL FEDERAL","",""
"12168","BINNING OIL TOOLS S.A.","CUIT","30708119292","(3327)446646/(3327)446647","","GARIN","ESCOBAR","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA NORTE","",""
"12555","BIO TRINIDAD SA","CUIT","30711190577","(03865)49-1032","","","","","","","","",""
"11808","BIOENERGIA LA CORONA SA","CUIT","30710964374","(03865)42-6770/(03865)42-6771","","CONCEPCION","CHICLIGASTA","TUCUMAN","","","","",""
"12597","BIOETANOL RIO CUARTO SA","CUIT","30709934313","[]","","","","","","","","",""
"12448","BIOINGEPRO","CUIT","30709715980","[]","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","","",""
"11635","BIOMADERO S.A.","CUIT","30710119763","4652-6412","","VILLA MADERO","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"10950","BIT S.A.","CUIT","","4691-2244","","TABLADA","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"10271","BIVORT S.R.L.","CUIT","30700541386","4554-8838","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CONDUCCION","CAPITAL FEDERAL","",""
"10506","BLASEVICH HNOS. S.R.L.","CUIT","","4205-4321","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","GNC","CAPITAL FEDERAL","",""
"11289","BLASTING S.A.","CUIT","30517011297","4756-5565/4762-2718","","MUNRO","VICENTE LOPEZ","BUENOS AIRES","","","ZONA NORTE","",""
"12917","BLC OIL & GAS","SIN IDENTIFICAR","11.111.114","[]","","","","","","","","",""
"12063","BLUESPEKTRA","CUIT","30715707825","","","","","","","","","",""
"12626","BM SRL INSPECTIONS OIL AND GAS","CUIT","30710663633","[]","","","","","","","","",""
"10887","BOBIMET DE VALENTIN GAUDER","CUIT","30708090170","4766-9501/4734-4363","compras@bobimet.com.ar","CARAPACHAY","VICENTE LOPEZ","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"11467","BOGAMAC ASCENSORES","CUIT","","(0351)497-9461","","","","","","","","",""
"12992","BOIKO ALEJANDRO MAURICIO","CUIT","20288181633","03754 15407704 03754 15407705","mmguncal@nodoalem.com.ar","","","","","PARA CALDERAS","ZONA TRAFICAÑO","",""
"11158","BOLSA NUEVA S.R.L","CUIT","30708861436","0237-4639890","bolsanueva@speedy.com.ar","LA REJA","MORENO","BUENOS AIRES","","","ZONA OESTE","",""
"12918","BOMBADUR SOCIEDAD DE RESPONSABILIDAD LIMITADA","CUIT","30611452876","[]","","","","","","","","",""
"11763","BOMBAS Y SISTEMAS INDUST SRL","CUIT","30689667178","4652-1111","","TABLADA","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"11512","BONE LUIS GUSTAVO (ACERBON)","CUIT","20176277344","(0351)465-2286/(0351)466-1672/(0351)465-8555","","","","","","","","",""
"10963","BONFINI","CUIT","","0223-4742887","","MAR DEL PLATA","GENERAL PUEYRREDON","BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12470","BONMAR SRL","CUIT","30710931891","(03476)430166","","SAN LORENZO","SAN LORENZO","SANTA FE","","CILINDRO HIDRAULICO","","",""
"12764","BONSIEPE SRL","CUIT","30714449792","[]","","","","","","","","Benitez Enzo",""
"12566","BORAX","CUIT","","[]","","","","","","","","Dos Santos Alejandro",""
"10926","BORELLI GERARDO HECTOR (BULONERA 27/11)","CUIT","23120312219","4658-3320","","RAMOS MEJIA","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"11032","BORIS HNOS S.A.","CUIT","","4252-6100/6599/4251-6154","boris@boris.com.ar","BERNAL","QUILMES","BUENOS AIRES","","","ZONA SUR","",""
"11285","BORN GLADYS NOEMI","CUIT","27149906598","4671-7981","","","","","","","CAPITAL FEDERAL","",""
"10840","BORRELL PLANA MIGUEL","CUIT","20152666528","4709-3250","miguelborrell@infovia.com","SAN MARTIN","CAPAYAN","CATAMARCA","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
